TSNE1,TSNE2,TSNE3,class
11.2153635,-3.112164,4.980813,5
8.214598,-23.785944,-10.432803,4
13.415923,15.612413,11.627549,3
17.048712,-8.627187,-23.579134,6
7.9188395,0.86977834,13.342392,5
-5.1809964,-0.26031235,16.817213,8
3.5137007,-28.339672,15.139288,9
5.694009,7.877266,-3.2852163,5
4.883539,-18.89517,-2.676279,4
-23.383003,-20.729067,-4.6297445,7
11.459335,-25.32011,-6.4072657,4
5.457179,18.582241,-19.437716,2
-13.115119,-15.982453,13.511105,7
5.3011875,25.701508,11.051481,3
3.4337673,-16.3054,-2.5704284,4
-7.808487,9.266099,4.2659,8
-0.068144456,-22.240576,12.880565,9
-18.535898,4.277222,-13.196875,1
-0.4784809,12.60963,6.598209,9
7.5518966,20.270245,-18.74073,2
-8.58927,2.7160301,16.268185,8
-31.120335,-14.859488,-1.0875677,7
-0.78638196,-24.139322,9.237854,9
-17.426445,3.2732046,-13.7081995,1
5.034885,0.46772906,21.851294,8
-29.854712,-9.32457,-4.9670234,7
-1.6398515,-12.0868845,4.4742374,4
-15.704014,7.4308376,-17.903776,1
-2.2026846,17.780035,23.801338,3
-17.468988,5.2339764,-11.836395,1
-22.362715,20.120903,9.923072,1
29.631971,15.09469,4.7931447,0
-12.504821,21.485544,-6.0641026,2
-1.0132817,27.795288,15.31235,3
-4.9015718,-23.422249,6.3471994,9
3.8671308,-16.39425,-11.617932,4
-2.1721854,-23.738747,1.2503922,9
3.7965255,17.756662,-15.995386,2
-22.668531,20.093838,-0.5865798,1
22.775671,-4.7162504,-23.313847,6
-11.823731,11.598909,10.18601,8
7.4055433,-25.55143,-7.0784764,4
-21.822287,-3.7082565,2.4417584,7
-21.190367,-24.272398,3.1614068,7
5.6939883,-22.880919,-0.59797454,4
7.00978,-23.270859,-10.704994,4
2.0827942,-20.194868,14.19736,9
5.675078,18.369967,-19.62705,2
4.676821,-0.83590525,8.736666,5
-22.768078,-21.554392,-5.1509643,7
-2.2230241,26.21333,-12.878927,2
3.0905464,-17.690554,-14.047085,4
16.698475,-29.592451,1.971132,4
5.428537,14.670946,-13.693138,2
-21.516582,16.769735,4.0439806,1
-11.405103,-24.853884,-5.819656,9
-24.80524,-2.8825939,14.977856,7
3.809751,18.051394,-19.896505,2
-0.3678728,-3.1026988,29.3509,8
-24.839554,-16.162832,-4.0943947,7
8.372816,-8.598249,-24.322844,6
-6.2359066,-19.217491,-5.6583333,9
-7.9116716,25.863638,-3.726729,2
11.189944,15.078824,-20.792788,2
2.5951738,17.963594,29.262486,3
-9.339749,3.2102995,1.4238434,8
-25.4046,18.29838,8.512252,1
20.731724,-4.306406,-24.842556,6
5.0098524,7.378029,14.906407,5
-16.601168,7.3863845,-18.47494,1
-29.30766,12.164246,8.142569,1
26.409378,12.164368,-5.951962,0
-4.911987,25.337162,-10.252124,2
13.77182,-7.746279,-25.923038,6
8.221333,-28.619938,-7.0899935,4
6.3006477,7.165462,-1.1244799,5
4.0102205,19.91007,26.649843,8
5.169213,25.56682,11.153946,3
-24.609968,17.50898,10.55406,1
6.608971,7.119571,-1.1740177,5
-32.58585,6.2717805,-1.8786925,1
-9.532442,-22.136864,-10.542977,9
-9.978568,24.131168,-12.39069,2
-23.487392,-16.430828,-7.8713503,7
-1.6237227,-15.970358,-6.1261253,4
7.54302,-21.438705,-14.691724,4
16.017633,-14.746904,-2.9085073,4
-10.419297,3.0853786,-1.5029072,8
-20.244247,5.8542485,-8.114257,1
2.7946005,5.413191,-9.656731,5
-1.7843075,6.3097844,-7.939198,8
-12.295717,-20.440947,-4.109731,9
4.4604273,0.30651635,5.582885,5
18.815239,-4.41595,-24.05758,6
-22.146395,-8.864451,2.2555294,7
-11.933254,-18.478765,-9.158023,9
2.627936,-15.386973,16.25074,9
5.32006,29.424366,6.8088303,3
-24.562006,-24.654442,10.244563,7
24.868813,9.733117,-7.0036035,0
-2.7823591,-16.858147,14.747532,9
28.17675,5.9161973,0.80150455,0
7.159112,-2.1817372,-16.87499,6
20.291616,-6.284657,-20.97662,6
4.548464,25.882439,-14.493625,2
4.440913,21.985529,9.976819,3
0.9661988,-25.839397,18.673378,9
32.31438,4.7602386,-1.6608446,0
-17.690754,-21.22802,9.939546,7
4.3731236,8.170434,-5.914621,5
9.596972,-24.019869,1.8698263,4
-7.819242,7.4069147,0.92754567,8
26.949646,0.90915143,2.5853398,0
-9.249125,-15.011595,-3.2596345,9
11.268289,-23.490734,-6.052487,4
-17.529535,7.297611,-17.954523,1
-17.293608,21.177317,15.09975,2
-6.249724,4.421442,5.8722944,8
-15.2239485,-20.406326,16.532032,7
-16.414757,7.506516,-18.341528,1
2.1561697,21.230368,-21.169598,2
18.842266,-4.127988,-24.13907,6
-26.584894,11.968325,-1.520067,1
17.059143,14.7316885,-4.1395063,0
16.122717,20.6027,12.230227,3
33.114635,11.160524,-4.791779,0
-29.273808,5.2473636,6.1298776,1
-14.063817,-0.027588729,-8.914754,1
-14.577211,5.552351,11.220212,8
8.723645,19.668001,-14.570466,2
28.208675,8.075822,8.07342,0
-8.249641,19.562733,22.302727,3
-1.1332074,-26.29479,13.337872,9
7.3494096,-26.987236,-13.043311,4
28.188633,3.2901614,-5.4157887,0
2.1508408,1.7571778,-8.813676,5
27.479866,-0.26414162,3.2702217,0
20.345722,0.12986344,-24.942928,6
-25.559818,2.730843,-10.496458,1
-32.22219,-17.073002,-6.863617,7
-18.3316,-25.145124,20.047092,7
-9.698126,-4.8643403,1.3590645,8
-26.957468,18.112785,7.247313,1
-12.33429,-19.007208,-11.70623,9
-21.911283,20.238768,-7.4222975,2
32.71409,14.07848,-9.147208,0
12.214656,-1.8933678,1.90689,5
-14.40597,-4.8648973,-19.403204,1
-6.5235953,16.138922,-19.194767,2
7.756739,27.318703,-20.71794,2
-24.670935,-2.3231452,11.684421,7
-0.03373652,23.901114,22.23295,3
10.494767,-6.6091623,3.3889778,5
5.1904435,-25.56655,-19.430359,4
-2.0045357,-22.46839,-0.9317252,9
-30.911575,-14.7069025,-11.656518,7
-30.110357,11.277669,6.1540394,1
-7.748044,-1.5851297,-0.050758976,8
8.306238,10.4142,28.405998,3
-12.358458,-19.569849,-16.65029,9
21.744732,-11.97792,-5.8721304,6
35.02684,10.9747305,-8.102506,0
12.041732,17.372074,16.135672,3
-9.708302,-0.759588,-21.993193,1
-17.426897,-0.9747118,-8.759025,1
1.414945,12.225181,-19.619976,2
21.91125,-7.373368,-1.5947461,6
11.14681,25.042522,17.97989,3
11.758955,5.737057,8.540746,5
-28.77673,-13.363353,-13.851325,7
11.098997,-7.620188,-22.35278,6
-7.8656254,9.878391,7.551971,8
-25.191202,-8.186311,5.277436,3
-12.223414,-19.502438,-17.166185,9
4.2546964,-6.8128676,8.88612,5
-10.132652,7.013877,0.98513603,8
11.160049,0.6176765,15.938999,5
-27.697273,-20.950453,-4.1405187,7
30.284655,-5.6781645,-5.560445,6
-13.773336,-5.308672,-19.031252,1
-13.143411,-3.5384462,-15.2409725,1
-4.5063305,25.288607,11.258811,3
-26.362627,6.1828876,-12.542646,1
-26.230806,-13.7800255,-13.428451,7
14.439847,-7.2964597,2.5654976,5
2.5937033,1.8171967,-7.2347627,5
7.620602,9.945173,11.058787,5
9.36536,17.48323,-22.972143,2
11.724981,-8.341918,13.617746,5
-10.982716,9.556046,10.573419,8
-16.89059,-8.650441,-2.652022,7
30.863108,12.867308,-10.042895,0
-5.8910275,-21.016611,10.252052,9
-23.875614,-24.204845,-5.1996655,7
-28.654705,-15.267687,6.5750647,7
1.2560865,4.145047,-8.009068,5
27.518309,3.5391135,4.6333466,0
-11.704943,-22.710493,-11.838689,9
25.738604,2.689786,1.0077533,0
27.44262,13.237848,-15.509643,0
-2.800265,-9.1076355,28.371994,8
-11.548523,-20.000288,-15.766107,9
-5.733378,16.265965,-8.998003,2
2.5409818,-23.199825,-21.604658,4
-7.7138653,-0.90396196,24.926504,8
-7.265835,-1.2001172,-20.959793,1
20.634798,-10.425704,-6.471106,6
-9.977081,-0.32564843,-19.481676,1
20.565186,-10.584121,-20.224215,6
4.414719,5.493777,-5.943293,5
-25.184195,5.271862,-13.855113,1
-2.4296956,-4.562874,9.400059,8
-7.148345,16.327612,19.867353,3
4.154019,-24.32454,-13.454472,4
16.84687,12.564517,-5.197457,0
3.9978838,2.4642699,-2.100077,5
10.73391,18.714972,9.687925,5
-12.19529,8.719065,10.118042,8
7.419364,13.81645,6.1657186,3
12.7937975,-4.7715855,-20.601046,6
11.386729,25.611792,-12.933842,2
2.1345077,27.0293,14.026106,3
-1.7310603,-21.476324,10.923358,9
9.052827,26.059034,-18.853634,2
-12.892021,15.112183,3.3141885,1
-14.418192,-0.87488145,-12.901227,1
12.474563,-1.8085554,17.863464,5
8.709401,19.53549,-14.685976,2
-20.80779,5.9923954,3.155037,1
2.2976048,26.990973,14.065814,3
-12.213662,15.109172,-11.945205,2
-6.130649,8.730343,1.7015352,8
-25.199415,-6.289815,-6.85679,7
2.6069815,25.163054,6.0960803,3
-26.90608,-14.875499,15.751818,7
10.119962,17.34363,-17.960764,2
11.468925,-26.815054,-4.73435,4
19.679037,1.9837291,-22.780884,6
-3.204828,-20.732586,6.7057104,9
-29.587854,-13.882202,-9.119743,7
3.0461195,25.0737,-7.545557,2
4.7606664,-20.307386,-19.144918,4
-2.5594628,13.614629,-11.469948,2
-7.933151,2.9039338,5.984455,8
-26.53283,10.206449,2.1573064,1
-16.952578,-4.06281,-12.641036,1
-5.215027,16.821545,16.6978,3
-10.95724,4.803241,0.6431954,8
3.911789,-21.527412,4.583212,4
29.801996,15.090532,-10.172912,0
3.2957864,-5.271042,-17.203888,6
0.8144345,-2.0105047,-3.946818,5
-2.7791748,-19.962732,8.686918,9
1.7643484,25.55653,6.5040994,3
15.926246,6.842529,-0.40370306,0
-12.283358,-18.672527,-16.180721,9
4.103397,28.418642,-12.687446,2
3.5278578,-26.649136,-17.394001,4
-29.029427,-9.292844,-9.311518,7
-12.377034,-2.5842302,-16.896305,1
-8.910276,19.067095,1.2819232,2
-9.232123,-22.5634,-13.340348,9
0.77789193,-15.690599,-0.49670365,4
9.962005,14.680218,-15.354455,2
23.615114,-13.631015,-8.6798115,6
-14.696253,-0.22923678,-20.151558,1
2.2325277,2.1297178,19.75961,8
-11.7605,-19.22307,-15.410979,9
23.687304,0.7404576,0.9728411,0
13.084453,1.8830872,-23.525934,6
20.957355,-5.2430344,-24.977745,6
-27.372734,-15.053636,-10.1827135,7
-4.508663,-14.102652,-0.2320749,9
-11.039625,-21.830679,-15.590708,9
-0.09438212,4.818981,24.349094,8
22.543,18.247261,-11.770789,0
-27.88359,0.5023086,-5.6949353,1
1.2548816,-21.91271,-22.076035,4
15.673904,-29.287827,9.945249,4
18.83359,5.5818453,-22.978529,6
-16.425074,-18.460215,17.316212,7
-15.518733,-3.6001875,-13.268339,1
8.180467,-15.690689,18.6961,5
-24.512444,-10.099116,-11.90763,7
20.054525,8.794661,2.8061342,0
-0.2343154,23.694221,14.537468,3
2.4710956,6.9321675,-8.322102,5
-12.951823,-3.2215796,6.069508,8
19.43865,-22.315422,2.1257606,4
-28.15771,-15.101018,-8.962292,7
-26.734827,19.967627,7.8746896,1
1.5240335,12.145931,-19.661203,2
19.668507,-4.562197,16.743717,5
-9.885481,-21.47684,-10.393829,9
18.676842,-5.613171,19.441917,5
13.936044,0.99002975,-25.107063,6
-31.004467,-10.855468,3.61215,7
8.120038,-4.646759,3.6126943,5
-9.688369,-32.411404,-4.963646,9
-5.5374722,-2.3273833,-5.647668,8
-2.945554,1.3463304,23.623833,8
-3.4536521,26.398035,13.639863,3
6.240083,-7.3683076,-21.44035,6
-11.093969,-21.92131,-15.845271,9
-24.270924,-23.242609,10.310348,7
24.164444,15.853513,-11.795058,0
-23.25717,-6.154537,0.71853113,7
-1.8289031,12.5636,-20.092688,5
-19.656128,-15.123194,-2.0506628,7
-15.687794,-1.6615325,-18.903872,1
-27.035841,13.657379,8.828689,1
25.714478,17.2276,-4.3745856,0
-22.85304,-21.578897,16.276487,7
-12.399081,-17.981604,-16.265097,9
5.067313,16.084404,-12.619282,2
3.3993962,24.949705,14.993827,3
-20.259895,0.5975051,-10.652256,7
-6.581512,24.12412,21.660095,3
-9.40462,23.69777,-2.100711,2
1.9059026,-22.956522,-21.850643,4
-26.237709,16.231941,-10.95802,1
12.922667,1.8220606,-25.829636,6
-11.698248,16.362469,-7.8745494,2
-28.529177,-16.154276,-10.253461,7
5.63123,3.992846,7.453491,5
6.1302414,0.99816287,0.603064,5
-23.678707,-11.962977,5.2995834,7
0.73198384,-25.024918,-18.44011,4
18.50453,13.144528,-5.8228307,0
6.58612,15.330791,-17.507702,2
27.624693,-6.242773,-8.007235,6
-3.690284,25.876032,11.197585,3
8.595399,-5.97589,-16.804102,6
-0.11304522,-20.903091,-21.690554,4
22.253326,18.105896,5.2798815,0
3.106238,-25.25181,-19.714552,4
-9.247947,13.605845,-10.958626,2
14.279845,4.8238583,-24.502542,6
14.787789,19.14301,-4.7845736,0
27.980673,13.751831,-15.3391075,0
19.714909,4.770872,4.409461,0
26.006111,17.034983,-6.434718,0
15.35174,8.604398,22.425808,3
-14.800942,-3.5615551,-10.894644,1
7.9433875,0.97664696,-20.82638,6
2.2128031,21.303421,-21.122643,2
-22.842733,17.178843,-9.449762,2
7.2318597,20.377935,9.380727,3
-26.629091,8.561742,-5.655926,1
3.7680025,-30.992136,-13.878034,4
-26.814959,8.741808,4.4435005,1
11.3988285,6.466352,6.4747543,5
9.232575,-22.772202,-16.452633,4
23.28205,-1.6476994,-23.737637,6
11.08938,-19.704891,9.05516,4
-28.696875,-15.108477,-5.535597,7
1.8356563,23.330204,-12.829261,2
-10.594445,4.530294,4.1651597,8
-20.704666,-18.618292,15.97729,7
-4.2191367,-27.034222,-4.0898247,9
-9.909685,17.269266,-7.7534795,2
26.064047,17.045582,-6.154407,0
10.829682,-2.2208083,16.131876,5
-14.769537,-3.4969196,-10.765823,1
8.221559,-27.271116,1.0583385,4
-5.2315917,17.429476,-21.062944,2
-10.796634,-1.6454538,25.407686,8
4.1585946,22.948545,8.836788,3
-9.329169,24.91675,0.74407655,2
4.010499,-30.63656,-14.996086,4
-20.339132,5.977292,-14.8128195,1
12.186632,8.305445,8.377131,5
8.085698,-21.549839,-16.903336,4
23.302998,-1.6107973,-23.59919,6
20.937012,11.898142,2.2422566,0
-22.465244,-22.805449,-5.3991027,7
3.3866782,-26.631416,24.416367,9
-8.691536,5.663961,0.27639762,8
11.863812,-25.504038,9.716741,4
-11.796967,-20.379879,-3.777514,9
-11.313467,-0.016209904,24.642267,8
30.5233,19.373539,-2.2654753,0
-27.005516,15.617105,4.4927554,1
-14.083649,-3.4852176,-14.535699,1
22.790676,16.399614,-14.054908,0
3.3692875,14.944759,-18.975536,2
-13.145593,26.221848,-14.290251,2
4.1144576,22.95238,8.062448,3
4.262067,28.130331,-18.332031,2
6.4517713,-27.285006,-16.116978,4
-3.219985,-15.169503,18.300922,4
17.663372,-2.1396828,10.556767,5
-23.025751,8.378036,10.127181,8
18.556244,-0.24046423,-27.014376,6
18.830332,-3.7604446,13.995632,5
